#graph file
#source	target	weight
BBX	CREB5	1
BBX	KCNJ3	1
BBX	SYT1	1
BBX	SCN2A	1
CREB5	CDS1	1
CREB5	CLCN3	1
CREB5	CREB5	1
CREB5	DUSP26	1
CREB5	FAM131A	1
CREB5	FOXO3	1
CREB5	FAM53C	1
CREB5	GRIN2C	1
CREB5	GPR137C	1
CREB5	INPP5A	1
CREB5	HPS5	1
CREB5	JARID2	1
CREB5	PAX6	1
CREB5	PAK6	1
CREB5	PRKCZ	1
CREB5	SCHIP1	1
CREB5	TLE2	1
CREB5	YWHAH	1
BRCA1	TLE2	1
BRCA1	GABRA6	1
CEBPB	ADORA3	1
CEBPB	CA10	1
CEBPB	CNTN1	1
CEBPB	CACNB2	1
CEBPB	MREG	1
CEBPB	SMARCA2	1
CEBPB	STMN2	1
ZIC2	BEGAIN	1
ZIC2	ALDH6A1	1
ZIC2	CA14	1
ZIC2	CERCAM	1
ZIC2	GRIN2C	1
ZIC2	ECE2	1
ZIC2	LHFPL2	1
ZIC2	KCND2	1
ZIC2	NFE2L2	1
ZIC2	NKX2-2	1
ZIC2	RUNX1T1	1
ZIC2	SPTBN4	1
ZIC2	TTC9B	1
ZIC2	ZNF521	1
ZIC2	VSNL1	1
FOXC1	ADORA3	1
FOXC1	CA10	1
FOXC1	CDH18	1
FOXC1	CLCN3	1
FOXC1	CHGB	1
FOXC1	CRYAB	1
FOXC1	CNTN1	1
FOXC1	DUSP26	1
FOXC1	FGF14	1
FOXC1	FOXO3	1
FOXC1	FOXN3	1
FOXC1	GPM6A	1
FOXC1	GABRG2	1
FOXC1	GRIK2	1
FOXC1	ING3	1
FOXC1	GRM1	1
FOXC1	KCND1	1
FOXC1	LCP2	1
FOXC1	KLF12	1
FOXC1	LHX1	1
FOXC1	LGI1	1
FOXC1	NBEA	1
FOXC1	NKX2-2	1
FOXC1	NEUROD1	1
FOXC1	NRN1	1
FOXC1	NRK	1
FOXC1	OTUD7B	1
FOXC1	NRXN3	1
FOXC1	PCDH9	1
FOXC1	PLEKHB1	1
FOXC1	PVALB	1
FOXC1	RELN	1
FOXC1	REEP3	1
FOXC1	RNF13	1
FOXC1	RHBDL2	1
FOXC1	SCN2A	1
FOXC1	RNF43	1
FOXC1	SLITRK3	1
FOXC1	SMARCA2	1
FOXC1	TCF4	1
FOXC1	TLR1	1
FOXC1	TGFB3	1
FOXC1	ZIC1	1
CEBPD	ADORA3	1
CEBPD	GRM1	1
CEBPD	GPR137C	1
CEBPD	STMN2	1
CREB3L2	CNTN1	1
CREB3L2	GRIN2C	1
CREB3L2	KCNK1	1
CREB3L2	HOXD1	1
CREB3L2	MAPRE2	1
CREB3L2	MAP7	1
CREB3L2	RAPGEF3	1
CREB3L2	TM9SF3	1
HOXD1	CPOX	1
HOXD1	CLDND1	1
HOXD1	FAM53C	1
HOXD1	ETV1	1
HOXD1	LHFPL2	1
HOXD1	GPM6B	1
HOXD1	NRN1	1
HOXD1	NEUROD1	1
HOXD1	NRXN3	1
HOXD1	SCN2A	1
NKX2-2	CNTN1	1
NKX2-2	DTX3	1
NKX2-2	RUNX1T1	1
NKX1-2	GPM6B	1
NKX1-2	FAM53C	1
NKX1-2	MDGA1	1
NKX1-2	MAB21L1	1
NKX1-2	ZIC2	1
NKX2-8	DTX3	1
NKX2-8	CNTN1	1
NKX2-8	ECE2	1
NKX2-8	MREG	1
NKX2-8	MAP7	1
NKX2-8	SCN2A	1
NKX2-8	RUNX1T1	1
NKX2-8	SPTBN2	1
NKX6-2	CACNB2	1
NKX6-2	CAP1	1
NKX6-2	CADM3	1
NKX6-2	CPOX	1
NKX6-2	CLDND1	1
NKX6-2	GPM6A	1
NKX6-2	GABRG2	1
NKX6-2	MAB21L1	1
NKX6-2	GPM6B	1
NKX6-2	MDGA1	1
NKX6-2	MAP4	1
NKX6-2	NBEA	1
NKX6-2	MYT1	1
NKX6-2	NCSTN	1
NKX6-2	STMN2	1
