LOC728914	67
CRHR1	68
LZTS1	69
FIBIN	70
SULT1A1	71
SULT1A3	71
SULT1A2	71
ANKRD10	72
AURKA	73
AIFM1	74
PLEKHA6	75
SSBP2	76
CORO1C	77
FLT3	78
CTXN3	79
FUBP1	80
ARL5A	81
XPO1	82
LOC389834	83
ADK	84
CHRM2	85
CXCL17	86
DMD	87
KBTBD10	88
PXDN	89
KLHDC5	90
PMS2L3	91
PFN4	92
SLC7A10	93
C3orf54	94
CYP4F2	95
CCDC131	96
OAS1	97
LIMK1	98
HCG4P6	99
SERPINA3	100
ANKRD28	101
FREM3	102
SNRPD3	103
THAP4	104
GLS	105
SNRPE	106
ARVCF	107
FKBP1B	107
POLS	107
CIAPIN1	107
SNAPC4	107
SH3GL2	107
TNK1	107
C16orf53	107
HS3ST1	107
ATP2B1	107
POLR3F	107
MORF4	107
REV3L	107
SART3	107
NHP2L1	107
FAM3C	107
KIAA0247	107
DIRAS2	107
LOC283174	107
EEF1A2	107
ABCA5	107
IGSF21	107
ARMC8	107
PDS5B	107
KIAA0802	107
OXCT1	107
KIAA0746	107
LHFPL4	107
HCN3	107
B3GALNT1	107
BRPF1	107
ASCC3L1	107
SNRK	107
SUPT16H	107
KIAA1409	107
LMNB2	107
LHFPL5	107
CDH18	107
KIAA0664	107
NAT14	107
CACNG2	107
ACTL6B	107
SPINT1	107
TRIM33	107
GLCE	107
CBARA1	107
SLC25A14	107
ZCCHC8	107
RAB3GAP1	107
ATP6AP2	107
RBM39	107
C17orf28	107
LOC390616	107
SV2A	107
BCL7A	107
CA11	107
GABRA6	107
ABTB1	107
DAB2IP	107
DZIP1	107
CBFA2T3	107
SLC4A1AP	107
KIFC2	107
PKIB	107
TSPYL1	107
WNK2	107
ZNF222	107
ST6GALNAC6	107
CREBBP	107
WDR76	107
STS-1	107
FLJ20628	107
POLR2B	107
RALGPS1	107
PCDHA11	107
CCDC120	107
GPRASP1	107
PKD1	107
RLBP1L1	107
KLC2	107
PCDHA13	107
STIM1	107
CACNB2	107
ST3GAL2	107
COIL	107
DLK2	107
NLGN2	107
GPRC5C	107
CBLN1	107
RTN4R	107
ACTR3B	107
B4GALT6	107
KIAA0182	107
DEAF1	107
ZYG11B	107
RIN1	107
DUSP26	107
SUMO1	107
AP3D1	107
CADPS	107
GPR162	107
NDUFA9	107
EPB49	107
OPCML	107
KCNJ6	107
AMPH	107
SSRP1	107
PHYHIP	107
PLCXD3	107
CCDC100	107
BSCL2	107
CAP2	107
SHF	107
SEPT3	107
TSPAN9	107
KIAA2022	107
PORCN	107
CNTNAP1	107
DOK4	107
TSPYL4	107
DIAPH1	107
PIP5K1C	107
SYP	107
PI4KAP2	107
TXNDC11	107
NELL2	107
KIAA1545	107
FAM65A	107
C12orf53	107
DMRTC1	107
SEC23A	107
TWF2	107
CRYM	107
RNF8	107
IQSEC3	107
TMEM25	107
PTEN	107
MGC40489	107
GDAP1	107
PUM1	107
CLSTN1	107
GAP43	107
IL28RA	107
CEP57	107
FOXO3	107
C5orf13	107
PACSIN1	107
TTC9B	107
RIMS2	107
SPTBN4	107
PRKCZ	107
HIVEP2	107
CCNJL	107
PRRT2	107
DDX25	107
SLC4A10	107
ALS2	107
CRTAM	107
OLFM1	107
RUNDC3A	107
CNTN1	107
KLHL3	107
NUDCD1	107
DNMT1	107
LMTK3	107
REEP2	107
TRHDE	107
PPP3CB	107
ABCC10	107
ARHGEF10L	107
MAP3K12	107
CDC7	107
PANK1	107
NRN1	107
LOC147343	107
SNAP25	107
GSPT2	107
APBA2	107
KIAA0513	107
LOC146325	107
TNFRSF25	107
MAP4K3	107
GRIN2C	107
C3orf59	107
UBP1	107
ALS2CR4	107
STX1A	107
YWHAB	107
CTBP1	107
GRIPAP1	107
RGS7	107
SLITRK3	107
SPEG	107
KLF12	107
BAI3	107
UBE2V2	107
ATP1A1	107
FAM53C	107
CUL7	107
ULK1	107
MADD	107
PCDHA10	107
LRRC3B	107
IARS	107
STXBP1	107
C3orf26	107
FAM131A	107
MGC34829	107
IRS1	107
SV2B	107
TCEAL6	107
SYT4	107
GABRG2	107
AFTPH	107
TAF6	107
CCT6A	107
SMC1A	107
IER3IP1	107
CUL3	107
WBSCR17	107
ATP6V0C	107
RUNX1T1	107
NIPSNAP1	107
LRCH1	107
GRM1	107
IL16	107
WSCD2	107
STMN3	107
RIMS3	107
CYFIP2	107
ARMCX4	107
PTK2B	107
KIAA0895	107
LOC283535	107
NT5C3L	107
KCNJ3	107
LOC728217	107
XK	107
KCND1	107
GEFT	107
BEX1	107
CABC1	107
ATP1A3	107
CAPZA2	107
ZIC3	107
TBC1D24	107
PFN2	107
CLTA	107
CNTN4	107
BRUNOL5	107
SCN2A	107
BSN	107
PRPF4B	107
WDR33	107
SLC6A17	107
ST8SIA3	107
ING3	107
TRIM7	107
TMEM59L	107
KIAA0368	107
GPR158	107
C16orf79	107
RANBP10	107
PIK3CB	107
PAG1	107
TNRC8	107
CDS1	107
ZNF599	107
FAM130A1	107
TRIM32	107
FAT2	107
LOC442211	107
MAL2	107
HDAC3	107
NFS1	107
NKIRAS1	107
C6orf65	107
LOC200830	107
FOXJ3	107
LHX1	107
COPS4	107
PRR14	107
KIAA1467	107
LYST	107
STXBP5L	107
C10orf35	107
TXNDC4	107
RASGRP1	107
CHGB	107
ZSWIM5	107
VDAC3	107
APLP2	107
ANK2	107
KIFAP3	107
PSIP1	107
GGH	107
CAPRIN2	107
ADCY1	107
PCDHA2	107
GPATCH8	107
CHERP	107
TRIM9	107
PAK7	107
JPH3	107
EAPP	107
AMIGO1	107
MICAL2	107
BRUNOL4	107
CA10	107
NMNAT2	107
ZCCHC11	107
SH2B1	107
HOOK1	107
PRSS3	107
MARCH9	107
VSNL1	107
ZNF521	107
RANBP6	107
A2BP1	107
NAP1L3	107
LIN9	107
ZNF25	107
SNAPC5	107
ZNF248	107
NBEA	107
NRXN1	107
PREPL	107
RBM9	107
IQWD1	107
B3GNT4	107
PPT2	107
GRB7	107
HN1	107
SLC25A41	107
SNURF	107
CNKSR2	107
MGC3032	107
LIME1	107
PAK6	107
TRIM37	107
RAB37	107
KIF3B	107
GRPEL2	107
PCMT1	107
AP3B2	107
CNOT2	107
ZNF398	107
MFSD4	107
C1orf151	107
LYSMD2	107
ZFPM2	107
SMARCA2	107
ARHGEF17	107
ABCG4	107
TMEM24	107
MAGEE1	107
MAB21L1	107
MTMR1	107
CD47	107
UNC84A	107
NPDC1	107
DNM1	107
SETD1A	107
RIMS1	107
H2AFY2	107
LOC283658	107
KCND2	107
KIAA1468	107
NAPA	107
SMCR7	107
CELSR3	107
FAM69B	107
COQ3	107
MESDC1	107
CCNG2	107
RUNDC3B	107
VWC2	107
FEN1	107
OBSCN	107
SLC12A5	107
ZIC1	107
ATP6V1G2	107
PISD	107
LOC284214	107
DTX3	107
AKAP12	107
C6orf60	107
ZNF533	107
PTPN4	107
PRSS2	107
C17orf80	107
TMEM178	107
CENTG1	107
SYN2	107
FGF14	107
NOL4	107
MYCBP2	107
FBXW7	107
PKIA	107
TCERG1	107
PLEKHG5	107
NPTXR	107
C2orf25	107
SEPT5	107
MTFMT	107
RAF1	107
YPEL4	107
FGF9	107
SNX25	107
BRMS1L	107
KIAA1107	107
FLJ12716	107
KIAA0984	107
GABBR2	107
HISPPD2A	107
KIAA0528	107
AFF3	107
RAB26	107
CAMK1	107
CCDC99	107
RGS17	107
TMEM163	107
GLCCI1	107
RHBDL1	107
LOC283508	107
PLA2G4B	107
C3orf14	107
TMEM151B	107
FLJ10781	107
hCG_38480///KCTD1	107
PDLIM2	107
NUP153	107
MAPRE3	107
SRGAP3	107
Gcom1	107
C22:CTA-250D10.9	107
TTYH3	107
PPP2R5B	107
ZNF273	107
GOLSYN	107
LRFN4	107
SPOCK2	107
PI4KA	107
NLGN4X	107
RERE	107
TRERF1	107
FUT1	107
FRY	107
CADM3	107
GPR176	107
LOC283070	107
ZFYVE28	107
CIC	107
PCTK1	107
CDH10	107
MGC24039	107
PLEKHO1	107
UNC5A	107
SLC22A17	107
SMS	107
FAM64A	107
CPLX2	107
FLJ14167	107
TMEM145	107
CLTB	107
CLDN12	107
ZNF329	107
STK10	107
NAP1L2	107
MGC33212	107
MYT1	107
SETD1B	107
KCNK9	107
MIZF	107
ATRX	107
SRGAP2	107
TMEM35	107
PRAGMIN	107
HPRT1	107
RTF1	107
NEIL1	107
LOC285147	107
STMN2	107
MYEF2	107
DMXL2	107
CKMT1B	107
SLC25A22	107
PELI3	107
FOXN3	107
PPP1R7	107
HPCAL4	107
C10orf104	107
LOC284336///POU2F2	107
JPH4	107
H2AFZ	107
DISP2	107
RALYL	107
GABRD	107
GFOD2	107
MXD4	107
GLS2	107
ANKRD34	107
CORO2A	107
H2AFZP2	107
MRGPRF	107
TSPAN7	107
NECAP1	107
CD200	107
PPP3CA	107
RP11-11C5.2	107
CTDSPL	107
ACD	107
SLC8A2	107
KIAA1804	107
C8orf79	107
LOC55565	107
C15orf27	107
PAK1	107
C11orf41	107
ATP2A2	107
MAP3K4	107
FSTL5	107
GPM6A	107
MBTPS1	107
RUSC1	107
NRG2	107
HPCAL1	107
ZNF671	107
LOC145853	107
MLL4	107
DGKD	107
RASSF7	107
TAGLN3	107
CKMT1A	107
SVOP	107
SLC2A3P1	107
ZNF223	107
PCDHA5	107
SLITRK4	107
C17orf51	107
KCTD2	107
TCEAL1	107
FURIN	107
ELOVL4	107
PCDHA12	107
TRAF7	107
ARRB2	107
SCN1B	107
SNRPN	107
TCF4	107
NRXN2	107
DAAM1	107
BEX2	107
SCAMP5	107
LPHN1	107
TRIM11	107
CABP1	107
C1orf21	107
TTC7B	107
MARK3	107
PLCL2	107
STX1B	107
CCDC109A	107
LGI1	107
MLLT11	107
SMAD1	107
KIAA1543	107
MEG3	107
ITGA3	107
BICD1	107
JARID2	107
ZNF653	107
PCDHA3	107
NEUROD1	107
SYNE1	107
ISCA1	107
HYLS1	107
GPLD1	107
RTN1	107
BDH1	107
FBXO42	107
EXOC3L	107
MAGEF1	107
C14orf122	107
ProSAPiP1	107
EDC4	107
HK1	107
C10orf137	107
BRD1	107
PAX6	107
PDXP	107
NDRG3	107
PRRT1	107
TBC1D9	107
PPP2R5E	107
KIAA0947	107
UBTD2	107
RIT2	107
PIB5PA	107
PSMD14	107
FLOT2	107
PRC1	107
SFRS14	107
TOR2A	107
DBC1	107
CDH15	107
NPTN	107
POLB	107
TIMM22	107
SYT1	107
LOC283270	107
PCLO	107
GRIK2	107
CLGN	107
KCNK1	107
SOX15	107
KIAA1305	107
ELP4	107
PCDHAC2	107
EHBP1	107
DDX1	107
REV1	107
PHTF1	107
USP3	107
NRXN3	107
C1orf173	107
PTPRR	107
PSMC6	107
LSM11	107
L3MBTL2	107
KIAA1853	107
SYT12	107
CAMK2D	107
RNF41	107
TRIM67	107
RNASEN	107
SPTBN2	107
TERF2IP	107
CMAS	107
GSTA4	107
NUDT11	107
CAMTA2	107
RFWD2	107
AP1G2	107
HERC3	107
ATP2B2	107
TRAK1	107
ABHD14A	107
TLE2	107
PCDHA4	107
CNTN6	107
SNAP91	107
NEUROD2	107
ASPHD2	107
DNAJC5	107
PPFIA3	107
CADPS2	107
DAB1	107
NAPB	107
ZNF179	107
CDC25B	107
CG018	107
MDGA1	107
ABHD8	107
TTC9	107
SKIP	107
RAB1A	107
BEGAIN	107
MOAP1	107
MAPK9	107
FBXL16	107
TUSC3	107
ZCCHC12	107
CDR2	107
MREG	107
RFX1	107
CNOT7	107
ADAM11	107
PARD6A	107
FLJ25076	107
FBXO44	107
RELN	107
PPP1R13B	107
EIF4A2	107
GPRASP2	107
TCEAL2	107
ATP5F1	107
PPM1H	107
ADD2	107
ZNF204	107
DOC2A	107
SFXN3	107
ECE2	107
ADRBK1	107
ENO2	107
ETV1	107
SLC41A3	107
RNF43	107
TARBP2	107
LOC157627	107
HMP19	107
ZIC2	107
TIAM1	107
GPRIN1	107
ARHGEF9	107
C20orf7	107
ABCC8	107
PIP5K1B	107
BIVM	107
HSF4	107
CBWD1	107
SRPK1	107
JMJD1C	107
NPTX1	107
GDPD5	107
SRD5A1	107
CLIP1	107
PFTK1	107
SPRYD3	107
BZRAP1	107
SRC	107
EPHA4	107
JAKMIP2	107
KCTD6	107
TACC2	107
KIAA1843	107
ZNF335	107
FAM126B	107
PTPRS	108
LBX2	108
TUBB3	109
ITGA9	110
USO1	111
INTS1	112
TFRC	113
DHDH	114
KLF10	115
C4orf22	116
CHAD	117
LMO2	118
ARHGAP23	119
ETHE1	120
SCRG1	121
LOC283454	122
BCMO1	123
SGCA	124
SLC22A18	125
TMEM56///RWDD3	126
SH2D1A	127
JMJD2C	128
ZFP30	129
PABPN1	130
FLJ20674	131
KIFC3	132
CASQ2	133
DKFZP686E2158	134
TXNRD1	135
ANAPC11	136
GCS1	137
DNAJB5	138
EPS8	139
COQ2	140
SLC38A4	141
ABAT	142
SLC16A4	143
CALCR	144
CPA6	145
FAM59B	146
CHST4	147
C9	148
COL10A1	149
CCRN4L	150
GAS7	151
CIB2	152
MAFB	153
LOC645323	154
PPM1D	155
LPL	156
LOC285835	157
CAPG	158
PHF19	159
ITLN1	160
NCOA3	161
AZIN1	162
UPF1	163
HSA251708	164
IMMP2L	165
CASP10	166
NEFH	167
NEFM	167
ZMAT4	167
RNF128	167
LOC112703	167
KCNH1	167
FABP6	167
CIB4	167
RPP25	167
DP58	167
SSTR1	167
LMO1	167
CREG2	167
CARD9	167
PCP4L1	167
LY6G6C	167
UCHL1	167
LOC400120	167
MGST3	167
CDH13	167
RGS4	167
NEFL	167
CHRM3	167
HRASLS	167
NTRK1	167
FABP3	167
STYK1	167
SLC17A6	167
TOMM34	167
LY6H	167
CHGA	167
LGALS8	167
SH2D2A	167
HMOX2	167
PTPN5	167
VSTM2A	167
LHFPL3	167
FAM19A1	167
SNCG	167
SNN	167
CYP2S1	167
CDH8	167
LOC389073	167
BAG1	168
P4HA1	169
GADD45B	170
UTRN	171
PAIP1	172
GGTLA1	173
VAMP2	174
TULP4	175
TFPI	176
PLEKHA5	177
C20orf107	178
CKLF	179
BTD	179
SPATA20	180
ATXN7	181
CCDC40	182
ATXN8OS	183
ZCCHC10	184
ODF2L	185
KITLG	186
STK39	187
PALMD	188
COBLL1	188
GLUD1	189
GLUD2	189
MPPED1	190
LOC644462	191
ALS2CR2	191
LOC221710	192
MTHFD1	193
ADIPOR1	194
CSRP3	195
NPHS2	196
CALD1	197
CYP21A2	198
MAT1A	199
TAF6L	200
HOOK3	201
COL15A1	202
C9orf4	203
SPRR2D	204
FKBP11	205
GCGR	206
TWISTNB	207
IGSF6	208
KRT7	209
MPZ	210
HTN1	211
KIF1B	212
ICAM3	213
RPS6KA3	214
ZNF12	215
NPY1R	216
ATP11B	217
EEF1G	218
FLJ10357	219
GOLIM4	220
FBXO2	221
PABPC1	222
EIF4G1	223
S100P	224
WAPAL	225
SP3	225
IL1R1	226
BACH1	227
HIF1AN	228
SEC31A	229
LDHA	230
GSC	231
LOC285043	231
RPL7L1	231
HMX3	231
DLK1	231
NKX2-1	231
SCGB1D1	231
MLANA	232
DAB2	233
SNAP29	234
BLMH	235
JUNB	236
CAV1	237
ITM2A	238
ABCB1	238
ABCG2	238
NFASC	239
MAML1	240
IL1F7	241
SARS	242
MTCP1	243
ABCC9	244
LOC120376	245
ACTB	246
FKSG30	246
DKFZp686D0972	246
ACTA1	246
RICH2	247
RPLP1	248
SPAG5	249
ZNF238	250
AP4E1	251
FLJ12993	252
KCNS3	252
PTPLB	253
MLSTD1	254
C2CD3	255
C2orf49	256
GFRA3	257
LIMA1	258
DOLPP1	259
IPO8	260
CDX2	261
PRG4	262
TIMM8A	263
CD1C	264
LMNA	265
KDELR1	266
HSPB1	267
SERPINH1	267
C18orf37	268
CCR6	269
ZNF331	270
GPX3	271
ARL4C	272
UNC119	273
BDKRB1	274
SLC39A10	275
LRP5	276
CRIP2	277
DNAJB1	278
HSPA1B	278
HSPA1A	278
APAF1	279
C12orf56	280
TMEM38B	281
NFATC4	282
C13orf21	283
ERC2	284
DHRS9	285
MKL2	286
LIF	287
CALML3	288
ESRRG	289
LOC283378	290
MARCH5	291
NEUROG1	292
IL19	293
SOCS2	294
GPS2	295
MDM4	296
C12orf5	297
COL6A6	298
TMOD4	299
CTDSP2	300
ATG2A	301
DUSP8	302
CLDN18	303
ZNF507	304
TINAG	305
SORBS1	306
TSPAN11	307
ADAMDEC1	308
UNC13B	309
VPS13C	310
TIPIN	311
SLC12A6	312
CACNA2D3	313
VIL2	314
SMARCD2	315
ZNF490	316
ATP6V1C1	317
MRC1	318
KRT37	319
MGC2752	320
NCOR2	321
GARS	322
CCDC80	323
AOF1	324
CENPA	325
LAMA4	326
SCO1	327
P2RXL1	328
ASTN1	329
SRGN	330
TNFRSF11B	331
KALRN	332
AGPAT5	333
TCEA1	333
HECW2	334
EPB41L3	335
TESC	336
RPP14	337
NHLRC1	338
CSTB	339
REC8	340
PLCXD2	341
MRPS30	342
SAE2	343
VCY	344
XKRX	345
PCDH17	346
PCSK1	347
MRPL1	348
SEC14L4	349
MID2	350
PRR4	351
hCG_40738	352
FLJ11171	353
DIRC2	354
PRKAA1	355
CDC2	356
FAM46A	357
TNNT2	358
APEX2	359
GALNT7	360
UCA1	361
MCTP1	362
SAMM50	363
COL4A4	364
PGK1	365
ARIH1	366
RBM47	367
HOXC6	368
ZNF614	369
PADI3	370
RPS19	371
LOC51035	372
ATF5	373
PTGDS	374
CXorf61	375
GDF10	376
RGS20	376
BMPR1B	376
SLC4A4	376
SRPX	376
PDLIM3	376
EDG1	376
SLC1A3	376
TIMP4	376
KIF5A	377
PNLIPRP2	378
COL5A2	379
AMY1A	380
AMY2A	380
AMY1B///AMY1A	380
AMY2B	380
PTPN1	381
TNNC1	382
LIN7C	383
CHST11	384
MUC5AC	385
BCHE	386
LOC143381	387
NEK1	388
GATM	389
SOS1	390
RAB7L1	391
PTBP2	392
LAMA2	393
PTGS2	394
NEDD4	395
KLRC1	396
EHBP1L1	397
HRG	398
CTDSPL2	399
AR	400
CPSF2	401
SYT7	402
LOC339240	403
ARHGAP5	404
FAM49B	405
EGR3	406
EGR2	406
PRKACA	407
FARP1	408
C20orf111	409
SPINK5	410
ABCB4	411
CDH1	412
MAP3K3	413
KIAA1239	414
SYT17	415
PMAIP1	416
CLCN4	417
PRKACB	418
YBX2	419
SPRYD4	420
EPM2AIP1	421
IGFBP5	422
DNAH9	423
TMEM14A	424
PDE9A	425
IRX3	426
CAV2	427
SLC22A1	428
CDKN2C	429
APOBEC3B	430
ATP2C2	431
CFH	432
CFHR1	432
STARD3	433
CHRNA3	434
PANX1	435
EBP	436
KLF9	437
SFN	438
CBY1	439
HNRPM	440
USP32	441
CFB	442
RAD54L	443
FXR2	444
MAGEC1	445
LOC51233	446
MAPK14	447
ZBTB10	448
SFRS5	449
RCN1	450
CD58	451
DNAJB11	452
LOC388610	453
MAPK10	454
ANK3	455
SCARNA15	456
KCNA4	457
RBM19	458
HERC6	459
ARNT2	460
ABCB11	461
LOC391777	462
RPS4X	462
ACF	463
GNRHR	464
ENG	465
TTLL11	466
OXT	467
OMD	468
SPP2	469
SULT2A1	470
CRYAA	471
PTTG1IP	472
MLXIP	473
APOB	474
NUP62CL	475
TULP3	476
FSD1L	477
CCDC23	478
GZMA	479
GBP2	480
CDO1	481
RCVRN	482
LOC340544	483
MRPL33	484
PDGFB	485
LOC348801	486
MEF2B	487
ZMYND8	488
ALOX5	489
SATB1	490
FMN2	491
SEC16A	492
FAM46C	493
RAB6B	494
C14orf132	495
GSTO1	496
HYOU1	497
IL31RA	498
LAD1	499
ZNF263	500
TBC1D1	501
EBF3	502
MSRB2	503
MAGEH1	504
IMP5	505
GABRP	506
TOP2A	507
LOC654433	508
SLC6A8	509
RETN	510
MED28	511
HNF4G	512
RBM15	513
THNSL2	514
PRH2	515
SLMAP	516
CLIC6	517
PRLR	517
KL	517
KCNJ13	517
FOLR1	517
SOSTDC1	517
FBP2	517
WDR69	517
HPD	517
HTR2C	517
ABCA4	517
LOC400258	517
MGC12982	517
AXIN2	518
HCFC1R1	519
UBE2E3	520
C21orf55	521
PDXK	522
PRB4	523
USP22	524
ENTPD2	525
PLXNA2	526
ZBTB44	527
TNPO1	528
SRD5A2	529
OGDH	530
GREM2	531
HMGCLL1	532
EIF3EIP	533
PGM2	534
SPTB	535
ZNF626	536
SUFU	537
SCYE1	538
PRKAR2B	539
PTPRM	540
SERPINE1	541
FMO1	542
PACSIN2	543
RIOK3	544
HOMER2	545
UCHL5	546
SLC9A6	546
WFS1	547
OVOL2	548
C14orf73	549
RAN	550
DBT	551
CHST1	552
BAG3	553
ARID2	554
DNAJC16	555
TPBG	556
COMMD8	557
GOPC	558
PDZRN4	559
PIPOX	560
ADAMTSL3	561
SCG3	562
RALA	563
FGD6	564
LOC153364	565
MOSC2	566
IL1F6	567
DHX15	568
F13B	569
SPINK1	570
PTDSS1	571
INTS8	572
TEAD4	573
GART	574
LOC402573	575
NDOR1	576
ADSSL1	577
C1orf75	577
PPFIBP1	577
RNF141	577
PLEKHH1	577
C1orf198	577
CBR1	577
CCDC90B	577
ATG3	577
RNASE1	577
FLJ11151	577
ZBED3	577
SYNJ2	577
SOX8	577
C8orf46	577
COL4A5	577
BACE1	577
SLC22A15	577
DMRT2	577
ARHGEF16	577
SHC4	577
CNDP1	577
PDE11A	577
SLCO1A2	577
TMEM42	577
SH3KBP1	577
M6PRBP1	577
NEK3	577
PPFIBP2	577
PLEKHG1	577
DYNC1LI2	577
LIPE	577
DOCK5	577
CCNB3	577
KCNH8	577
KIF6	577
TBCB	577
C1orf19	577
ANP32B	577
IFIT2	577
PAQR8	577
AK5	577
BTBD16	577
TP53INP2	577
FOLH1	577
KIAA1324L	577
ITGA2	577
SH3GL3	577
CNP	577
GPRC5B	577
TMEM189	577
CPOX	577
CCNE2	577
LITAF	577
PVRL3	577
CXorf36	577
CDK6	577
PXK	577
SORT1	577
C11orf67	577
PHLPP	577
MTMR2	577
RTP4	577
AGA	577
AADAT	577
FLJ13236	577
UNC5C	577
FMO4	577
RFFL	577
BCAS1	577
P2RX7	577
PHCA	577
C11orf9	577
LOC126075	577
SH3TC2	577
PAFAH2	577
POLR2F	577
HHATL	577
DYNC1I2	577
DSCAML1	577
NPC1	577
PAQR4	577
TMCC3	577
MYCN	577
RTKN	577
DOCK10	577
MITF	577
NT5DC1	577
TMEM140	577
SLAIN1	577
HOXD1	577
NIPSNAP3A	577
GREM1	577
LOC729051	577
DKFZp451B082	577
ZEB2	577
IHPK3	577
CA14	577
VWA1	577
HSD17B3	577
BRP44L	577
FTH1	577
GLTP	577
C21orf91	577
PKP4	577
GALNTL2	577
SH3RF1	577
LIPA	577
ALCAM	577
