OR2T6	0
EBF1	1
ATP8B4	2
NOTCH2NL	3
SPIRE1	4
WBP5	5
HSPA1L	5
HSP90AA5P	5
DNAJA1	5
HSPD1	5
HSPA6	5
HSPH1	5
HSP90AA1	5
HSPE1	5
XIRP2	6
SEMA4C	7
C9orf85	8
KIAA1618	9
C9orf119	10
CLN8	11
ARMC10	11
RP11-50D16.3	11
SPAG16	11
PTK7	12
RAC3	13
EEF2K	14
GPT	15
SLC10A3	16
PCCB	17
SCFD2	18
LOC387723	19
C11orf59	20
URM1	20
ATOX1	20
MOCS1	20
C11orf24	20
GDF7	20
SHROOM1	20
MIF4GD	20
DNM2	20
TUBA1A	20
GAMT	20
CRTC3	20
R3HCC1	20
PACSIN3	20
MVK	20
UBIAD1	20
RAPGEF3	20
TM7SF2	20
PDIA4	20
TMEM121	20
PIGT	20
CHCHD5	20
ETFB	20
SIL1	20
NRBP2	20
ATPBD3	20
YIF1A	20
ABL1	20
UNC84B	20
SMUG1	20
BIN1	20
LOC374395	20
POMGNT1	20
TBC1D13	20
C14orf80	20
TMEM141	20
MAP7D1	20
H2AFX	20
PDGFA	20
CENTA1	20
TRIM41	20
AHCY	20
TLN1	20
PIK3C2B	20
PEX11G	20
SPCS1	20
FAM53B	20
MRPL51	20
MYO9B	20
NCAPD2	20
ITFG3	20
RHOG	20
NENF	20
CASKIN2	20
SH3BGRL3	20
CSPG4	20
TCTA	20
CENPB	20
LOC729678	20
SCAMP4	20
SLC27A4	20
TRAFD1	20
C22orf25	20
DTNB	20
KRTCAP2	20
ANKRD13A	20
C22orf13	20
CES7	20
FAM63A	20
PHLDB1	20
B4GALT2	20
CORO7	20
G6PC3	20
STAT2	20
C20orf10	20
C3orf60	20
SCAMP2	20
MPST	20
TJAP1	20
MARCH2	20
LOC124446	20
LOC440104	20
TMED1	20
FTHP1	20
DLL1	20
CLMN	20
TBC1D22A	20
TEX264	20
TMEM151A	20
DYSF	20
PEX10	20
FAM3A	20
PLOD1	20
TMEM120A	20
AATK	20
ARHGDIA	20
IPO13	20
C22orf9	20
DNAJB2	20
NTNG2	20
CDC42EP2	20
ADCY5	20
LOC400099	20
C19orf50	20
RP5-1054A22.3	20
ZBTB47	20
ZNHIT1	20
BMP7	20
CYB5R3	20
SNX24	20
KIAA0329	20
PPIE	20
HS1BP3	20
MRAP	20
EBF4	20
PUF60	20
DPYSL5	20
SASP	20
C19orf63	20
NOTCH1	20
C1orf85	20
PAAF1	20
RAB6IP1	20
TK2	20
GNAI2	20
SH3PXD2A	20
NDUFS7	20
NDN	20
PLEKHG4	20
TMEM184B	20
C20orf149	20
TFEB	20
POLR2G	20
ABCA2	20
CELSR2	20
FIS1	20
GSTZ1	20
SYN3	20
NUTF2	20
SLC12A9	20
CPNE2	20
TTC7A	20
STX4	20
C9orf140	20
LARP6	20
TMEM16K	20
TRAPPC6A	20
SOX13	20
LASS1	20
PRKCSH	20
HMGCL	20
NCSTN	20
MAP3K11	20
KIF1C	20
DACT3	20
ARHGEF1	20
TUBA1C	20
FAM102A	20
BOK	20
SMARCC1	20
ARL2	20
PSMB10	20
CTNS	20
SLC16A8	20
NCAM1	20
NADSYN1	20
ARHGAP1	20
FCHO1	20
SLC38A3	20
ITPK1	20
LOC619208	20
UAP1L1	20
RDBP	20
TAF10	20
LZTS2	20
GNG7	20
BLOC1S1	20
MAPKAPK3	20
PSKH1	20
TRPV6	20
LOC728769	20
CYB5D2	20
GPER	20
NMNAT1	20
PLXNB3	20
HIP1R	20
GRHPR	20
AKAP3	20
ADC	20
VAT1	20
ADPRHL2	20
GDF1	20
GIPC1	20
PTMAP7	20
CLIP2	20
ADORA1	20
GBAP	20
PGLS	20
RAPGEF1	20
RNH1	20
TMEM104	20
RAB40B	20
CYB561D2	20
MRPL24	20
CUEDC1	20
TMEM134	20
MAFK	20
NACAD	20
DHCR7	20
CNDP2	20
HCN2	20
PACS2	20
SPA17	21
RP11-529I10.4	21
NKAPL	22
LOC151162	23
RPS3A	24
RPL9	24
LOC439992	24
LOC654350	24
ARD1A	25
IKZF2	26
ADRBK2	27
FLJ32549	28
LOC283516	28
HLA-B	29
MYBPHL	30
SIGIRR	31
GPR160	32
MBD1	33
POLR3K	34
UFM1	35
SUGT1	36
DKFZP761M1511	37
TRAF3IP3	38
EHD3	39
KCNIP4	40
RRBP1	41
RP11-35N6.1	42
C21orf130	43
LOC283999	44
ZDHHC9	44
TMEFF2	45
FAM98A	46
PDGFRA	47
GPR17	47
RCAN1	48
SEC22C	48
GZMM	49
C10orf78	50
RB1CC1	51
SLC4A3	52
SYT3	52
PGAM5	53
MAP1B	54
SEC61A1	55
CLPX	56
PRPSAP1	57
NUCB2	58
MAGEA1	59
ASS1	60
LOC392871///LOC340274	60
NUMBL	61
USP9X	62
GAPDHS	63
SLC39A5	64
LOC149832	65
MARCH4	66
HIST1H3G	67
HIST1H3J	67
HIST1H3F	67
HIST1H3E	67
